"Descriptions:","Unit:","Multiplier:","Currency:","Unique Identifier:","Series Name:",1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
"Petroleum and coal products  (NAICS = 324); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G324.A,CAPUTL.G324.A,86.1601,87.2686,90.1335,91.5066,91.2647,91.6038,94.6788,94.8944,95.6039,95.8444,95.8137,94.4142,93.0324,90.2854,92.4782,83.6950,86.0621,87.6948,86.4647,88.4985,76.3837,73.0872,71.1867,74.2549,78.3823,79.9921,81.8029,82.3396,83.2527,84.2901,84.7261,82.6408,85.2881,89.0357,89.0230,89.6008,91.7231,95.3227,92.9695,90.6999,89.4657,88.4753,88.9416,89.9063,92.9677,92.0295,89.0417,87.0925,81.0015,78.0370,80.2827,84.4304,82.9495,84.1938,83.6144,85.0452,82.7107,86.5669,88.3141,87.9931,70.6886,85.8799,88.0113
"Chemical  (NAICS = 325); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G325.A,CAPUTL.G325.A,80.9458,78.5637,81.1980,82.5955,83.6551,84.9083,83.3946,78.8827,80.1646,79.1822,76.2825,75.5966,80.3185,83.8424,83.8884,71.7241,77.8737,81.4150,82.5995,83.0309,76.7337,76.1221,69.3019,72.9664,76.0896,73.5287,76.0885,81.1717,84.5769,83.3818,82.9550,81.1527,79.6838,79.1001,80.5423,80.7770,80.2886,81.1636,78.5118,77.0676,76.2486,71.9724,73.7999,74.1618,77.0858,77.9085,78.3432,79.4775,72.1387,66.4398,70.1489,71.4576,69.5387,67.6225,69.6885,71.0940,72.1298,72.1691,72.8993,73.7541,73.2196,77.2313,79.2067
"Plastics and rubber products  (NAICS = 326); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G326.A,CAPUTL.G326.A,85.4587,82.6962,87.1934,87.9356,93.0046,96.4938,97.3303,88.3385,91.1224,90.3027,79.2857,79.8508,88.5494,92.5087,84.2365,70.0793,77.2558,88.3416,88.7017,83.7550,74.1237,77.5422,74.4727,81.4884,91.1990,86.9438,85.3170,89.5122,89.0298,87.0849,83.8274,78.7747,82.1094,86.6463,91.3003,89.5639,88.3156,89.0384,87.6552,86.2185,82.2837,76.5762,78.7834,79.3380,83.2814,84.1402,82.0424,78.4785,69.6702,59.5374,67.7050,68.7431,74.2369,78.7665,81.6348,84.6878,84.6834,82.7337,86.3025,84.5308,80.1083,84.2263,83.0556
"Other manufacturing; n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.GMFO.A,CAPUTL.GMFO.A,,,,,,,,,,,,,85.5590,84.8890,82.7271,77.2582,77.5841,83.1548,85.0974,85.6387,86.7656,87.5353,87.3700,87.9313,89.5111,90.2744,88.7440,90.5438,88.5033,85.4562,83.7454,80.7905,80.1530,81.3567,81.4240,82.2750,80.5816,85.4864,86.7505,87.1362,87.4540,82.8949,81.5130,81.5290,82.3664,82.0884,79.4997,76.8871,78.4201,66.5391,62.2724,63.1957,62.0797,62.4327,65.1476,66.4779,68.2383,70.2741,71.2719,72.1041,70.3962,75.8684,77.0778
"Mining  (NAICS = 21); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G21.A,CAPUTL.G21.A,,,,,,,,81.4162,83.7851,86.9932,89.4671,88.0687,90.8279,91.6048,91.0871,89.4579,89.6167,89.5425,89.5718,91.1471,91.3180,90.9048,84.0847,79.8866,86.0454,84.6634,76.5552,80.3018,84.0816,85.0941,86.9377,85.4137,85.2511,85.7607,86.7899,87.6721,90.5411,91.7928,89.2684,86.2336,90.4953,89.8155,85.9318,87.7341,88.1775,88.4535,90.0812,89.3584,89.9575,80.7991,84.2267,86.4017,87.7928,86.8381,89.4286,80.7123,71.5222,77.8803,87.3576,87.3982,71.8728,82.4581,89.6514
"Electric and gas utilities  (NAICS = 2211,2); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G2211A2.A,CAPUTL.G2211A2.A,,,,,,,,94.5277,95.2809,97.0070,96.4375,94.9747,95.3717,93.1347,86.6980,85.1598,85.7009,86.9462,87.1613,87.1885,85.5197,84.3640,79.9774,79.3054,81.8630,81.7502,80.9171,83.4821,86.7903,86.8489,86.5562,87.8467,86.3572,88.1989,88.3295,89.3526,90.7519,90.1384,92.5995,94.1758,94.2591,90.0893,87.5670,85.6523,84.4442,85.0062,83.6492,85.7768,84.1521,80.5418,82.9303,81.4438,78.4079,79.9649,80.8400,79.9713,78.8907,77.2751,80.5752,79.0674,75.1495,74.9031,75.1544
"Computers, communications eq., and semiconductors  (NAICS = 3341,3342,3344); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.HITEK2.A,CAPUTL.HITEK2.A,,,,,,,,89.4136,87.5317,89.4682,82.9442,73.7469,78.1596,81.4303,81.0182,64.5987,68.6030,75.6665,78.5308,82.7026,87.7350,85.7353,78.7781,81.1938,87.9264,77.5564,73.1995,77.7309,80.0803,78.2448,77.1669,77.9487,80.1117,80.6555,83.0505,85.0337,82.8032,83.6259,79.1300,85.4983,88.3810,69.3786,58.1833,63.3359,70.3530,73.6630,81.4883,77.6242,81.5197,73.8479,80.7650,77.8882,72.4750,69.0267,70.8935,72.6356,70.2402,75.1351,79.3882,77.5772,73.9937,77.7712,75.9764
"Computer and peripheral equipment  (NAICS = 3341); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G3341.A,CAPUTL.G3341.A,,,,,,,,,,,,,81.5339,82.0738,88.3397,69.1176,77.1510,78.0808,77.9115,78.4024,87.4078,85.7708,70.7397,76.2679,85.8018,76.5022,72.7661,73.9312,76.4007,74.9872,71.5213,73.5943,78.1382,79.8843,74.3325,78.3081,86.9182,83.4167,79.1521,84.7255,80.9981,71.0819,68.3980,72.7942,77.0104,76.1223,77.5101,76.0447,79.2199,89.5640,99.0873,76.1644,68.8914,62.9390,69.9346,77.3576,76.1586,73.9633,75.8348,66.9772,55.9599,64.2609,72.9123
"Communications equipment  (NAICS = 3342); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G3342.A,CAPUTL.G3342.A,,,,,,,,,,,,,73.3567,75.1693,73.2958,62.1550,61.9941,72.5325,77.3093,85.3784,91.7200,89.3642,87.6835,86.1484,86.0054,79.6941,76.5948,80.2488,83.6841,80.2921,81.9253,78.1798,79.4052,81.9942,84.7569,79.5242,75.9260,79.8043,85.0774,87.7485,91.8392,69.9311,43.2549,44.6043,53.0135,58.4286,77.4212,76.4803,81.5348,80.8838,81.7382,81.3886,76.1784,80.8796,68.1420,68.9352,67.8844,67.4089,67.1646,70.6144,64.9715,68.8146,72.2311
"Total ex. computers, communications eq., and semiconductors; n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.X50HTK.A,CAPUTL.X50HTK.A,,,,,,,,86.8679,87.2354,87.1232,81.0101,80.0318,84.9162,88.5651,85.1778,76.1516,80.2570,83.7338,85.4052,85.0484,80.4078,79.3123,73.3756,74.6613,80.1105,79.3786,78.8646,81.3777,84.5159,84.0636,82.7285,80.0807,80.7214,81.6364,83.5768,83.8326,83.3621,84.1159,83.2116,81.5945,81.0326,76.7997,76.3540,76.9595,78.7257,80.5998,80.5220,80.9511,77.6372,68.1598,73.0495,75.8998,76.9524,77.3538,78.8907,77.2132,75.5122,76.6571,79.6810,78.6123,72.7761,77.5524,80.4045
"Manufacturing ex. computers, communications eq., and semiconductors; n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.X4HTK2.A,CAPUTL.X4HTK2.A,,,,,,,,86.8379,86.9687,86.4258,79.2775,78.3129,83.6464,87.9605,84.4850,74.0346,78.8184,82.7857,84.7407,84.0409,78.1798,76.5467,70.4351,73.0513,78.8085,78.1926,78.8320,81.2112,84.2596,83.6071,81.8372,78.6441,79.6764,80.5302,82.7837,82.9345,82.0065,82.9488,81.9412,80.1433,79.0459,74.3636,74.5012,75.0022,77.0503,78.9874,78.7124,79.0748,74.2709,64.7981,69.7741,72.8927,74.3856,74.6663,75.8829,76.2541,75.5986,76.3778,78.2248,77.1006,72.5393,77.0981,79.2503
"Crude processing (capacity); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.B5610C.A,CAPUTL.B5610C.A,,,,,,,,81.1285,83.3062,85.3017,84.5904,83.5584,88.3575,90.0164,90.9371,83.8820,87.0191,89.0799,88.6272,89.8937,89.3369,89.2907,82.3290,79.9718,85.9397,84.0819,78.5343,82.9226,86.3890,86.8269,87.9809,85.6462,85.9581,85.8829,87.9297,89.0394,89.0612,90.3891,86.9846,86.1270,88.5823,85.4663,83.1738,85.0130,86.6037,86.7168,88.1655,88.7307,87.6949,78.4356,83.6140,85.0824,85.9404,85.8267,87.5796,79.6213,74.1393,78.3622,85.8961,85.7429,73.6564,82.7901,88.5255
"Primary & semifinished processing (capacity); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.B562A3C.A,CAPUTL.B562A3C.A,79.7893,77.9405,81.5076,83.7983,87.8169,91.0321,91.4245,85.0416,86.8414,88.1037,81.4447,81.6222,88.1588,92.0685,87.2498,75.1710,80.1506,84.5336,86.2481,85.9441,78.8858,77.3563,70.5550,74.5746,81.2162,79.8376,79.7354,82.7772,85.8413,84.6267,82.5181,79.8740,81.3654,83.2413,86.2319,86.3357,85.4439,85.8663,84.1874,84.4123,84.0866,77.4970,77.5749,78.3638,80.4104,81.9891,81.5107,81.1274,76.9391,65.5198,71.3629,74.0832,74.5229,75.6864,77.3163,77.3637,76.6579,77.3020,80.0372,78.6801,73.3868,77.4186,79.0322
"Finished processing (capacity); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.B5640C.A,CAPUTL.B5640C.A,80.4570,77.1811,81.6102,83.4344,84.5843,88.8448,91.1151,88.2045,87.0838,85.5729,78.1437,75.6502,79.6355,83.2458,80.2151,73.6746,76.8867,79.8939,82.3250,81.6056,79.1976,77.4655,73.0815,73.0437,77.2194,76.6315,77.1169,78.7089,81.6678,81.6634,80.5556,78.4661,78.5299,78.5645,79.3037,79.7446,79.2851,80.4287,80.4194,78.1129,77.0366,72.6113,70.5066,71.4052,73.3568,75.7664,76.4373,77.2830,73.8279,67.8278,70.8509,73.2289,74.4157,73.5169,74.7503,75.6968,74.3938,75.1473,76.5163,75.5470,71.8493,75.3607,77.4540
"Iron and steel products  (NAICS = 3311,2); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G3311A2.A,CAPUTL.G3311A2.A,,,,,,,,,,,,,80.3332,94.9200,101.5812,76.6572,78.6699,76.8882,83.7285,88.7405,77.5073,80.8039,50.4797,53.7274,63.5148,62.2139,64.6636,77.2533,88.7365,85.5971,84.2379,75.3923,80.5570,87.6213,92.7419,92.2534,91.1609,90.6226,85.7474,85.3688,87.5124,80.6952,85.7304,86.9431,94.6233,86.4197,89.0665,85.9961,81.2786,51.0029,69.7651,75.5591,76.5439,78.5871,79.3134,71.8931,70.5274,73.5545,78.4503,78.0730,68.0540,79.2462,74.9574
"Transportation equipment  (NAICS = 336); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G336.A,CAPUTL.G336.A,,,,,,,,85.3947,89.5173,86.1194,70.1274,73.6300,76.0368,83.7020,75.0630,67.9073,75.0645,79.3294,82.8942,80.5627,70.1968,65.9663,59.4351,66.8791,75.8305,77.9545,76.6777,76.7113,81.2312,82.7977,77.3996,72.7697,76.1457,77.4756,78.9309,76.2871,75.5376,79.1721,80.6169,81.3619,76.4416,72.1468,74.4880,73.3482,71.7974,74.1924,72.1715,76.3102,68.1368,55.9412,65.4226,68.1219,74.2993,75.5059,80.4033,82.7083,79.8681,79.6881,79.4295,74.2271,61.2557,65.7280,70.3956
"Automobile and light duty motor vehicle  (NAICS = 33611); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G33611.A,CAPUTL.G33611.A,,,,,,,,,,,,,79.7479,87.9757,69.5819,63.6748,82.2630,90.2246,91.0243,79.7626,56.8742,59.4149,52.1160,66.5043,78.0339,83.4801,80.2013,74.9538,78.1716,81.2278,71.7197,63.7902,70.9062,78.9142,86.8675,82.5216,82.0994,86.3655,83.7305,90.2981,89.5790,80.2652,84.7559,84.9986,80.7723,79.5825,71.1100,72.8810,57.0728,44.6468,64.2820,68.6255,75.4162,78.5879,82.2161,86.0119,85.8899,78.2234,77.4182,75.3350,61.5486,63.0592,69.6773
"Food  (NAICS = 311); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G311.A,CAPUTL.G311.A,,,,,,,,,,,,,88.6223,86.5886,85.2734,80.8987,84.9950,84.1289,84.0943,81.2583,80.7356,79.8805,80.9289,80.8667,81.7719,82.8989,82.8655,83.8236,85.0709,83.9118,84.0389,83.7221,83.5704,84.5133,84.5435,85.4967,82.3874,82.8102,84.0170,81.2811,79.5419,77.8433,79.3060,80.1799,79.6853,81.1389,80.8629,79.7344,78.5152,78.3230,79.2540,81.3470,81.1925,81.8317,81.1958,81.0864,80.6407,81.3670,82.3434,81.7721,84.4978,84.8422,84.7172
"Beverage and tobacco product  (NAICS = 312); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G312.A,CAPUTL.G312.A,,,,,,,,,,,,,74.6881,77.8232,78.9102,76.6258,77.1454,78.2754,81.5100,80.8025,81.5798,81.8082,82.8033,80.3316,79.6886,81.5292,82.3518,83.5347,85.7927,83.0576,83.6698,81.1828,80.0828,71.9045,79.5727,81.0374,82.4733,81.1458,79.6288,71.8549,72.2366,72.6004,65.5452,68.9289,70.7252,74.4014,73.6434,75.1755,69.5463,68.9925,69.3348,68.8342,69.3034,68.7331,64.8809,67.9489,66.6507,67.9157,67.1845,65.1766,64.6582,70.0284,70.3329
"Textile mills  (NAICS = 313); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G313.A,CAPUTL.G313.A,,,,,,,,,,,,,90.7436,86.0096,77.2851,74.0012,84.0814,89.6566,87.6243,87.2267,85.1482,81.4638,73.5511,83.6717,82.4405,77.1354,81.2331,90.9651,88.5586,87.9640,82.1296,81.7008,86.3525,89.5049,92.2772,87.2818,82.5474,84.2783,82.5460,81.0358,77.8994,69.4093,72.2751,71.4026,70.8942,76.5417,72.9632,72.0706,64.4454,54.3910,64.0722,66.6251,69.9095,75.8835,76.0488,72.7017,72.1707,73.4235,75.2398,72.9078,67.4093,68.2793,68.1883
"Textile product mills  (NAICS = 314); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G314.A,CAPUTL.G314.A,,,,,,,,,,,,,83.9200,86.7779,74.2061,69.1633,75.5797,87.9385,90.3280,89.1939,80.1544,79.3310,76.4909,84.8612,93.5441,91.7075,90.5730,91.6471,88.6255,88.6543,85.8865,80.8505,83.7754,84.7404,86.0432,84.3871,81.9995,84.9397,80.8922,82.8010,81.8668,75.0248,75.7599,74.8768,79.9102,79.7135,78.3054,74.2244,75.2768,60.3312,61.4085,62.9560,61.5063,64.8295,71.3199,70.1600,72.4791,68.0401,70.3821,72.6114,68.7400,78.0802,76.3351
"Apparel  (NAICS = 315); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G315.A,CAPUTL.G315.A,,,,,,,,,,,,,81.3414,82.8816,76.0225,73.7717,77.3662,81.1245,84.2392,80.1439,80.0678,78.6010,78.8743,81.5817,82.3854,78.9874,81.5071,83.2041,82.7899,80.2483,79.2877,81.0481,82.9070,84.2689,86.0670,86.3253,84.5519,83.6581,77.9012,77.1711,80.3414,77.6186,69.8775,72.4362,71.9793,76.1275,75.5364,78.2440,85.8528,68.7201,70.4418,71.1664,73.0384,68.1856,67.0543,67.8734,67.6651,69.7046,70.9828,74.9405,63.4875,72.0901,72.4364
"Leather and allied product  (NAICS = 316); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G316.A,CAPUTL.G316.A,,,,,,,,90.2843,93.2759,85.0469,80.5663,78.2252,82.0957,79.0098,77.8555,77.7217,83.4863,83.9090,82.7520,75.4670,79.8943,79.9316,73.5618,78.4441,74.6730,71.7881,68.9095,75.5677,77.3130,78.9909,78.0014,74.9564,82.1368,81.3236,77.4226,73.7009,75.1415,79.3195,74.1636,69.5761,70.7178,63.0707,51.1361,55.1812,61.9081,71.2544,74.9666,65.4891,59.3789,47.3338,58.2173,68.0144,58.1326,55.6101,56.9254,56.3431,55.9740,59.8077,63.6618,68.6432,66.4627,80.4897,80.7737
"Plastics material and resin  (NAICS = 325211); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.N325211.A,CAPUTL.N325211.A,,,,,,,,,,,,,99.2303,100.9193,94.5854,67.0124,79.3825,82.3066,85.7965,89.0234,76.4766,77.9134,70.8018,83.1976,85.8731,86.0469,92.2642,98.6039,95.5352,88.8727,90.3146,88.2425,90.6495,90.7663,96.9054,92.8764,92.8276,93.0612,91.1416,91.9504,88.3858,83.1650,88.1587,88.4704,92.4253,90.3849,89.7996,92.5516,80.8418,82.4067,90.7780,86.0194,89.2818,88.8184,89.1943,89.3762,91.4736,87.4768,89.5298,89.0586,87.4493,84.1119,81.0718
"Synthetic rubber  (NAICS = 325212); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G325212.A,CAPUTL.G325212.A,,,,,,,,,,,,,85.9649,87.6330,87.9596,71.3251,77.0426,76.4958,75.0994,86.9651,72.8424,70.2609,69.0330,75.4926,88.5973,72.0490,70.0486,81.5998,89.1060,82.0625,80.4883,77.6067,78.9852,84.5103,84.2051,79.2970,76.3318,85.3029,73.5363,77.5291,76.8723,61.1983,67.9531,67.4065,68.9349,72.3482,77.4598,84.2683,72.1236,58.7136,66.6381,61.9865,63.4610,67.5606,63.0034,62.8835,62.0155,72.1724,68.9368,65.9252,56.1624,61.3348,66.7131
"Artificial and synthetic fibers and filaments  (NAICS = 32522); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G32522.A,CAPUTL.G32522.A,,,,,,,,,,,,,89.0205,92.8525,84.9890,69.7825,73.8487,78.6507,82.4109,86.0973,81.3949,82.3062,68.2228,79.5652,79.6854,78.2443,84.7497,89.5546,89.4848,88.9418,82.3361,84.0538,83.7097,84.9959,87.4502,85.4822,85.4116,85.3087,80.5171,79.6812,80.8211,73.3994,76.5085,80.8798,82.3842,83.3912,80.1027,78.1871,72.7077,63.5067,77.8803,75.1909,78.6436,82.5296,83.2512,82.1135,80.6117,93.5544,89.3609,86.1174,72.1434,71.8354,83.4415
"Oil and gas extraction  (NAICS = 211); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G211.A,CAPUTL.G211.A,,,,,,,,,,,,,94.7648,95.2908,93.6626,91.6857,91.5885,91.2086,92.0806,92.9736,93.7246,93.7467,91.6591,89.1383,91.8090,90.1212,85.7193,87.5434,89.5109,89.6195,90.8119,92.4749,92.5272,92.8047,93.5640,93.2189,93.9995,93.9800,93.3874,92.5888,94.5813,94.3748,92.8772,91.8529,90.6768,89.4983,91.1408,92.8039,92.5414,94.7137,94.5234,94.5822,96.9771,96.6814,98.8526,97.6817,92.6097,94.8217,98.8633,99.0928,91.3500,94.1716,97.2948
"Mining (except oil and gas)  (NAICS = 212); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G212.A,CAPUTL.G212.A,,,,,,,,,,,,,86.7962,89.1681,86.8004,84.0584,85.2895,83.7387,82.5520,87.6602,84.7045,83.1233,75.5933,72.8342,84.7110,83.7762,81.9147,83.6650,87.4444,88.3689,88.0849,82.7970,84.0266,81.2002,84.7806,85.7537,86.5230,87.7403,87.9952,84.7664,83.7143,84.8776,81.1012,80.4622,83.7131,84.5844,84.5053,82.6465,82.1115,72.3456,75.9906,78.5001,76.8662,78.5667,82.2717,80.3075,76.2171,78.2913,78.4848,76.6438,69.3152,71.3675,72.7551
"Coal mining  (NAICS = 2121); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.N2121.A,CAPUTL.N2121.A,,,,,,,,92.7037,89.3608,90.2557,95.0484,85.0465,89.0278,86.4355,85.7992,88.1456,88.7924,87.4325,79.8974,89.0489,90.4795,86.5444,86.2098,78.2664,89.7528,86.5953,85.6054,86.9273,88.2390,89.3906,90.5685,84.2464,84.1619,79.5337,83.8901,83.1391,85.0873,87.1187,88.2298,84.4882,84.3455,88.9485,83.0359,82.3093,87.3323,86.4166,86.0582,86.4444,88.8131,79.3238,82.0178,84.9360,79.9060,80.4525,82.2741,75.8939,66.9386,74.7240,75.5131,72.5752,56.8071,67.0726,74.4009
"Metal ore mining  (NAICS = 2122); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G2122.A,CAPUTL.G2122.A,,,,,,,,75.1232,84.2350,95.9909,100.6885,92.0384,88.7499,91.5792,86.2796,78.9481,80.6616,70.8979,80.6282,81.3860,71.8926,78.5677,51.7959,53.7889,66.6504,68.7938,68.7979,72.5759,86.9970,91.0490,87.5997,84.6206,86.0805,84.6118,85.5793,88.0081,89.3488,91.3832,89.1059,81.3394,79.6683,76.0402,72.3069,69.6370,71.6808,77.4427,77.4356,76.5912,78.6126,68.1607,72.9833,72.6767,71.5419,72.7974,76.9746,74.9574,74.9178,71.7388,70.1118,68.1811,65.8286,62.7327,60.4093
"Nonmetallic mineral mining and quarrying  (NAICS = 2123); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G2123.A,CAPUTL.G2123.A,,,,,,,,89.3161,89.0057,91.0135,86.3903,84.8559,82.4300,90.6982,89.0344,78.9531,81.4750,85.1015,88.2299,90.2981,84.3541,79.6208,67.6256,73.6040,83.8061,84.8273,80.6772,84.0066,86.3869,84.6942,84.3318,79.0600,82.4199,81.6154,85.6088,87.7393,86.5795,86.4666,87.2132,86.4362,84.8455,84.3050,82.4739,83.1351,86.7119,87.2555,88.0348,83.4603,76.9899,65.7430,69.9934,75.0800,78.0884,81.9100,87.5523,90.0450,86.7973,88.1131,89.3580,88.4293,82.3184,85.6137,87.0294
"Support activities for mining  (NAICS = 213); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G213.A,CAPUTL.G213.A,,,,,,,,,,,,,82.4567,80.0944,91.6802,96.0638,92.6881,96.7687,94.1627,88.9958,90.6571,87.8609,64.2136,51.3125,63.6132,62.0166,37.4644,43.9066,57.1887,58.8372,66.7774,61.9743,56.4957,67.2797,65.5251,70.2773,82.5451,90.6261,79.6239,64.7600,79.2466,77.4870,67.0001,75.7819,80.0945,87.7151,92.1168,84.0512,86.1222,54.2381,60.5834,68.4652,72.0453,68.2105,72.2263,55.7979,38.7633,51.7043,67.0042,68.5480,40.2597,52.2729,70.5815
"Electric power generation, transmission, and distribution  (NAICS = 2211); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G2211.A,CAPUTL.G2211.A,,,,,,,,97.6133,98.0132,99.0769,97.7645,95.0175,96.2865,94.1978,86.6802,86.1409,86.7184,88.8300,88.3741,87.3554,85.6977,84.7634,80.2646,80.5840,82.6468,83.3244,83.0783,85.5553,88.6859,88.7558,89.2894,89.8982,88.2872,89.7066,89.7177,91.0901,91.8713,91.7915,95.7006,97.2395,96.8000,91.8438,88.7557,86.1711,85.3568,86.0403,85.3767,86.5919,84.5339,80.7376,82.8963,81.4219,79.0893,79.5679,80.1873,79.8219,79.0050,77.3959,79.6407,78.0321,74.7098,74.1933,73.6862
"Natural gas distribution  (NAICS = 2212); n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.G2212.A,CAPUTL.G2212.A,,,,,,,,89.1965,89.5780,90.4367,89.8966,89.5204,92.8900,89.6504,87.2906,82.8192,83.2923,81.7231,83.4476,86.3402,84.9174,83.2367,78.7078,74.2207,78.7528,75.0445,70.7382,73.0304,75.8812,76.9578,73.8393,75.7343,77.4735,80.0671,79.9879,80.9913,83.9146,81.6552,76.1192,78.2142,80.5207,79.3271,81.3279,81.3332,79.5803,78.2273,74.4608,80.1746,81.8455,80.0074,81.1751,81.0037,75.5222,83.8349,85.6700,80.2164,76.9357,76.9940,85.6135,85.6803,79.3927,79.2324,82.6775
"Manufacturing ex. hi-tech and motor vehicles & pts.; n.s.a. CAPUTL","Percentage","1","NA",G17/CAPUTL/CAPUTL.X4HTMV.A,CAPUTL.X4HTMV.A,,,,,,,,87.3166,86.7372,86.3622,80.0391,78.1810,83.5780,87.6300,85.1069,74.6691,78.5644,82.1863,84.2308,84.3064,79.6119,78.1560,72.1460,73.5447,78.5701,77.7776,78.7990,81.4993,84.4085,83.8451,82.6721,80.0227,80.3225,80.6989,82.5027,82.8988,82.1444,83.0559,82.2022,79.8387,78.8107,74.5094,74.0843,74.6341,77.0371,79.1281,79.3060,79.7520,75.6559,66.6609,70.6516,73.4478,74.5899,74.7751,75.7010,75.8314,75.1494,76.2483,78.2183,77.2598,73.4552,77.9626,79.8281
"Final products and nonindustrial supplies--gross value; n.s.a. GVIP","Currency:_Base_2012","1e+09","USD",G17/GVIP/GVIP.T50030.A,GVIP.T50030.A,,,,,,,,,,,,,1857.0319,1977.2637,1956.9662,1838.2360,1992.3934,2149.5439,2252.8838,2296.5203,2202.9239,2227.3932,2172.8698,2259.6373,2434.3274,2475.9751,2510.8750,2630.3566,2751.3218,2771.8639,2787.1964,2754.6907,2834.6057,2931.2810,3072.0628,3189.1569,3303.2048,3511.3428,3703.4043,3827.3628,3927.9542,3829.0744,3845.6283,3895.6309,3981.2118,4138.5017,4230.3485,4316.6839,4123.8477,3706.7647,3842.3249,3932.9844,4005.8030,4080.0258,4121.3464,4113.3601,4101.5848,4118.0112,4197.4923,4138.3032,3836.7812,4037.9104,4190.5162
"Final products--gross value; n.s.a. GVIP","Currency:_Base_2012","1e+09","USD",G17/GVIP/GVIP.T50002.A,GVIP.T50002.A,,,,,,,,,,,,,1313.5820,1401.5139,1384.1308,1316.0976,1433.8087,1547.2548,1619.7810,1644.5935,1580.8650,1602.4533,1567.8658,1624.3235,1748.6481,1777.0189,1795.6618,1872.3692,1967.0115,1980.6139,1983.0498,1966.8822,2025.9159,2095.1993,2195.4180,2283.9633,2366.3424,2519.0020,2663.4620,2753.6969,2823.2516,2763.4582,2775.9086,2811.3910,2874.3321,2988.8971,3063.0566,3141.4352,3017.8585,2747.9022,2853.7665,2932.1558,2986.6540,3038.6012,3068.0694,3064.2086,3043.2828,3054.8711,3114.4803,3071.7820,2832.8114,2983.4262,3098.8438
